,Class,Name,PA,R,HR,RBI,SB,OBP,IP,QS,SV,SO,ERA,WHIP,Total_SGPs,Dollar_Value,True_Dollar_Value
360,Pitcher,Matt Barnes,x,x,x,x,x,x,68.0,0.0,4.0,93.0,3.38,1.23,3.0474298389923775,4.210923994794481,1.0
361,Pitcher,Merrill Kelly,x,x,x,x,x,x,109.0,9.0,0.0,101.0,4.57,1.34,3.0404759282267246,4.2013151141154,1.0
362,Pitcher,Elieser Hernandez,x,x,x,x,x,x,93.0,7.5,0.0,94.0,4.48,1.29,3.031640586408269,4.18910648099463,1.0
363,Pitcher,Dellin Betances,x,x,x,x,x,x,55.0,0.0,4.0,78.0,3.07,1.15,3.0054441346118113,4.152908349035452,1.0
364,Pitcher,Jose Alvarado,x,x,x,x,x,x,60.0,0.0,9.0,76.0,3.32,1.3,2.9921720529193907,4.134569049949911,1.0
365,Pitcher,Logan Webb,x,x,x,x,x,x,99.0,9.0,0.0,87.0,4.2,1.38,2.9761461335023,4.112424511050737,1.0
366,Pitcher,Brett Anderson,x,x,x,x,x,x,143.0,13.5,0.0,95.0,4.54,1.43,2.951746363838989,4.07870902588089,1.0
367,Pitcher,Chad Kuhl,x,x,x,x,x,x,108.0,9.0,0.0,105.0,4.61,1.37,2.9405136672112335,4.063187739336127,1.0
368,Pitcher,Mike Fiers,x,x,x,x,x,x,188.0,15.0,0.0,144.0,5.21,1.4,2.9379322342766576,4.059620727637918,1.0
369,Pitcher,Diego Castillo,x,x,x,x,x,x,60.0,0.0,5.0,73.0,3.26,1.17,2.90389491016179,4.012588115762829,1.0
370,Pitcher,Dakota Hudson,x,x,x,x,x,x,166.0,13.5,0.0,126.0,4.54,1.5,2.8378732332906096,3.9213596780294284,1.0
371,Pitcher,Emilio Pagan,x,x,x,x,x,x,65.0,0.0,1.0,83.0,3.51,1.09,2.83596274071189,3.9187197685100457,1.0
372,Pitcher,Zach Eflin,x,x,x,x,x,x,146.0,12.0,0.0,120.0,5.05,1.38,2.821200211770445,3.898320976535254,1.0
373,Pitcher,Ryne Stanek,x,x,x,x,x,x,65.0,0.0,5.0,83.0,3.58,1.22,2.8171336810575918,3.8927018638209203,1.0
374,Pitcher,Yoshihisa Hirano,x,x,x,x,x,x,60.0,0.0,21.0,55.0,4.62,1.39,2.816881930682366,3.8923539963549745,1.0
375,Pitcher,Ryan Pressly,x,x,x,x,x,x,65.0,0.0,2.0,78.0,3.36,1.15,2.738786297959381,3.7844418240994817,1.0
376,Pitcher,Chad Green,x,x,x,x,x,x,60.0,0.0,0.0,81.0,3.44,1.07,2.717005959678417,3.7543458567014674,1.0
377,Pitcher,Ty Buttrey,x,x,x,x,x,x,65.0,0.0,5.0,75.0,3.56,1.2,2.7160797991437398,3.7530660924986616,1.0
378,Pitcher,Trent Thornton,x,x,x,x,x,x,93.0,7.5,0.0,90.0,4.64,1.31,2.7074180948997983,3.7410973909489367,1.0
379,Pitcher,Julio Teheran,x,x,x,x,x,x,179.0,15.0,0.0,155.0,5.3,1.46,2.679096706410303,3.701963031617552,1.0
380,Pitcher,Daniel Hudson,x,x,x,x,x,x,67.0,0.0,15.0,69.0,4.36,1.36,2.6493790773984323,3.6608993538018013,1.0
381,Pitcher,Wade Davis,x,x,x,x,x,x,65.0,0.0,24.0,65.0,5.11,1.5,2.644516568381853,3.6541803620695457,1.0
382,Pitcher,Joshua James,x,x,x,x,x,x,60.0,0.0,1.0,84.0,3.38,1.17,2.632308101426241,3.637310760746734,1.0
383,Pitcher,Trevor Williams,x,x,x,x,x,x,167.0,12.0,0.0,135.0,5.02,1.42,2.6044614599240496,3.5988324045346713,1.0
384,Pitcher,Homer Bailey,x,x,x,x,x,x,124.0,12.0,0.0,99.0,5.02,1.4,2.5799396748317553,3.5649483190278897,1.0
385,Pitcher,Seth Lugo,x,x,x,x,x,x,65.0,0.0,2.0,75.0,3.54,1.15,2.5561184804209174,3.5320323063782175,1.0
386,Pitcher,Michael Kopech,x,x,x,x,x,x,91.0,7.5,0.0,103.0,4.78,1.39,2.534549134002895,3.502227886528566,1.0
387,Pitcher,Gio Gonzalez,x,x,x,x,x,x,133.0,12.0,0.0,114.0,4.9,1.47,2.490583919277814,3.4414769628310578,1.0
388,Pitcher,Kendall Graveman,x,x,x,x,x,x,137.0,10.5,0.0,103.0,4.78,1.4,2.4890407054811665,3.4393445573783534,1.0
389,Pitcher,Tyler Chatwood,x,x,x,x,x,x,116.0,10.5,0.0,109.0,4.51,1.53,2.467458852884803,3.4095228565512086,1.0
390,Pitcher,Alec Mills,x,x,x,x,x,x,95.0,7.5,0.0,85.0,4.64,1.34,2.44144060234571,3.3735709622382397,1.0
391,Pitcher,Justus Sheffield,x,x,x,x,x,x,148.0,10.5,0.0,131.0,4.8,1.48,2.392291346412786,3.3056567551624587,1.0
392,Pitcher,Will Harris,x,x,x,x,x,x,67.0,0.0,4.0,70.0,3.56,1.24,2.374723067001576,3.2813809905908355,1.0
393,Pitcher,Tommy Kahnle,x,x,x,x,x,x,68.0,0.0,0.0,86.0,3.61,1.21,2.3588010186878936,3.259379980286188,1.0
394,Pitcher,Kyle Freeland,x,x,x,x,x,x,154.0,13.5,0.0,128.0,5.08,1.49,2.351696565784636,3.249563081200463,1.0
395,Pitcher,Ross Stripling,x,x,x,x,x,x,80.0,0.0,0.0,80.0,3.7,1.18,2.345931671364748,3.2415971776283596,1.0
396,Pitcher,John Means,x,x,x,x,x,x,183.0,12.0,0.0,142.0,5.33,1.38,2.3407620038103905,3.2344537556958133,1.0
397,Pitcher,Andrew Miller,x,x,x,x,x,x,68.0,0.0,2.0,80.0,3.65,1.24,2.3198403654493616,3.205544335745394,1.0
398,Pitcher,Hunter Harvey,x,x,x,x,x,x,60.0,0.0,14.0,62.0,4.61,1.35,2.3189400714788486,3.2043003138373933,1.0
399,Pitcher,Blake Treinen,x,x,x,x,x,x,62.0,0.0,4.0,67.0,3.45,1.25,2.3183007929670914,3.203416961843503,1.0
400,Pitcher,Zach Plesac,x,x,x,x,x,x,119.0,10.5,0.0,97.0,5.07,1.39,2.3122456938544036,3.195050054813116,1.0
401,Pitcher,Drew Pomeranz,x,x,x,x,x,x,58.0,0.0,1.0,73.0,3.4,1.19,2.296900532310531,3.173846183891364,1.0
402,Pitcher,Alex Cobb,x,x,x,x,x,x,181.0,13.5,0.0,129.0,5.17,1.43,2.2293992270218506,3.0805732026784356,1.0
403,Pitcher,Shaun Anderson,x,x,x,x,x,x,60.0,0.0,8.0,55.0,3.85,1.26,2.216245464086794,3.0623973958866437,1.0
404,Pitcher,Joe Ross,x,x,x,x,x,x,108.0,9.0,0.0,90.0,4.85,1.41,2.1486231705779426,2.9689572337290104,1.0
405,Pitcher,Corey Knebel,x,x,x,x,x,x,45.0,0.0,4.0,62.0,3.53,1.22,2.137991951440349,2.9542670659070622,1.0
